Transit_ID,Shipment_ID,Route_ID,Carrier_ID,Route_Type,Num_Transshipments,Std_Transit_Days,Actual_Transit_Days,Delay_Days,Sailing_Days,Port_Waiting_Days,Customs_Clearance_Days,Transshipment_Wait_Days,Primary_Bottleneck,Transit_Efficiency_Pct,On_Time,Congestion_Score
TRN0000687,SHP0000687,RTE0038,CAR002,Transshipment,2,27,31,4,23,5,1,2,Port Congestion,87.1,No,8.9
TRN0000688,SHP0000688,RTE0013,CAR008,Direct,0,17,17,0,9,4,4,0,None,100.0,Yes,5.0
TRN0000689,SHP0000689,RTE0034,CAR001,Transshipment,1,27,27,0,22,1,3,1,None,100.0,Yes,4.7
TRN0000690,SHP0000690,RTE0002,CAR005,Transshipment,2,36,36,0,26,2,2,6,None,100.0,Yes,5.1
TRN0000691,SHP0000691,RTE0045,CAR008,Direct,0,27,27,0,22,4,1,0,None,100.0,Yes,3.6
TRN0000692,SHP0000692,RTE0036,CAR007,Transshipment,2,32,43,11,27,8,4,4,Customs Delay,74.4,No,4.6
TRN0000693,SHP0000693,RTE0044,CAR009,Transshipment,2,42,42,0,35,1,4,2,None,100.0,Yes,2.3
TRN0000694,SHP0000694,RTE0003,CAR007,Direct,0,20,20,0,15,2,3,0,None,100.0,Yes,9.6
TRN0000695,SHP0000695,RTE0021,CAR004,Direct,0,24,28,4,24,3,1,0,None,85.7,No,5.6
TRN0000696,SHP0000696,RTE0021,CAR009,Direct,0,24,24,0,18,3,3,0,None,100.0,Yes,2.1
TRN0000697,SHP0000697,RTE0022,CAR003,Transshipment,1,36,36,0,30,3,1,2,None,100.0,Yes,4.5
TRN0000698,SHP0000698,RTE0041,CAR010,Direct,0,22,24,2,17,5,2,0,None,91.7,No,1.4
TRN0000699,SHP0000699,RTE0059,CAR010,Direct,0,24,24,0,19,1,4,0,None,100.0,Yes,1.2
TRN0000700,SHP0000700,RTE0021,CAR008,Direct,0,24,24,0,21,0,3,0,None,100.0,Yes,8.2
TRN0000701,SHP0000701,RTE0038,CAR001,Transshipment,2,27,37,10,26,5,2,4,None,73.0,No,9.2
TRN0000702,SHP0000702,RTE0024,CAR008,Transshipment,1,33,33,0,28,1,3,1,None,100.0,Yes,7.3
TRN0000703,SHP0000703,RTE0018,CAR006,Transshipment,1,42,51,9,44,5,1,1,None,82.4,No,2.4
TRN0000704,SHP0000704,RTE0004,CAR004,Transshipment,1,29,39,10,25,8,4,2,Port Congestion,74.4,No,4.9
TRN0000705,SHP0000705,RTE0013,CAR001,Direct,0,17,17,0,12,2,3,0,None,100.0,Yes,1.0
TRN0000706,SHP0000706,RTE0048,CAR008,Transshipment,1,31,31,0,26,1,2,2,None,100.0,Yes,2.4
TRN0000707,SHP0000707,RTE0041,CAR004,Direct,0,22,24,2,17,4,3,0,Customs Delay,91.7,No,4.0
TRN0000708,SHP0000708,RTE0047,CAR007,Direct,0,23,37,14,22,11,4,0,Transshipment Delay,62.2,No,5.2
TRN0000709,SHP0000709,RTE0039,CAR009,Direct,0,29,29,0,26,0,3,0,None,100.0,Yes,9.0
TRN0000710,SHP0000710,RTE0021,CAR003,Direct,0,24,24,0,22,1,1,0,None,100.0,Yes,5.1
TRN0000711,SHP0000711,RTE0026,CAR007,Transshipment,1,29,29,0,26,1,1,1,None,100.0,Yes,4.4
TRN0000712,SHP0000712,RTE0060,CAR010,Transshipment,1,31,31,0,22,3,4,2,None,100.0,Yes,4.2
TRN0000713,SHP0000713,RTE0004,CAR007,Transshipment,1,29,29,0,23,2,2,2,None,100.0,Yes,2.0
TRN0000714,SHP0000714,RTE0009,CAR005,Direct,0,30,30,0,29,0,1,0,None,100.0,Yes,1.1
TRN0000715,SHP0000715,RTE0060,CAR004,Transshipment,1,31,31,0,24,2,3,2,None,100.0,Yes,1.1
TRN0000716,SHP0000716,RTE0049,CAR002,Direct,0,28,28,0,24,1,3,0,None,100.0,Yes,6.1
TRN0000717,SHP0000717,RTE0001,CAR002,Direct,0,24,24,0,16,4,4,0,None,100.0,Yes,3.6
TRN0000718,SHP0000718,RTE0013,CAR008,Direct,0,17,17,0,14,1,2,0,None,100.0,Yes,9.4
TRN0000719,SHP0000719,RTE0013,CAR005,Direct,0,17,28,11,19,6,3,0,None,60.7,No,4.6
TRN0000720,SHP0000720,RTE0022,CAR001,Transshipment,1,36,36,0,30,1,4,1,None,100.0,Yes,3.8
TRN0000721,SHP0000721,RTE0038,CAR001,Transshipment,2,27,36,9,22,4,4,6,Port Congestion,75.0,No,2.7
TRN0000722,SHP0000722,RTE0028,CAR006,Transshipment,1,28,34,6,27,3,3,1,None,82.4,No,5.3
TRN0000723,SHP0000723,RTE0051,CAR002,Direct,0,21,21,0,13,4,4,0,None,100.0,Yes,9.6
TRN0000724,SHP0000724,RTE0046,CAR004,Transshipment,1,35,35,0,31,0,2,2,None,100.0,Yes,8.9
TRN0000725,SHP0000725,RTE0053,CAR006,Direct,0,32,32,0,27,2,3,0,None,100.0,Yes,1.6
TRN0000726,SHP0000726,RTE0051,CAR002,Direct,0,21,36,15,24,10,2,0,Transshipment Delay,58.3,No,7.9
TRN0000727,SHP0000727,RTE0034,CAR010,Transshipment,1,27,27,0,19,2,3,3,None,100.0,Yes,6.8
TRN0000728,SHP0000728,RTE0007,CAR008,Direct,0,22,22,0,18,0,4,0,None,100.0,Yes,7.2
TRN0000729,SHP0000729,RTE0057,CAR007,Direct,0,29,29,0,27,0,2,0,None,100.0,Yes,4.8
TRN0000730,SHP0000730,RTE0051,CAR006,Direct,0,21,21,0,17,0,4,0,None,100.0,Yes,7.1
TRN0000731,SHP0000731,RTE0006,CAR002,Transshipment,1,34,34,0,30,0,3,1,None,100.0,Yes,9.4
TRN0000732,SHP0000732,RTE0026,CAR010,Transshipment,1,29,29,0,22,3,3,1,None,100.0,Yes,2.4
TRN0000733,SHP0000733,RTE0044,CAR003,Transshipment,2,42,42,0,33,1,2,6,None,100.0,Yes,8.1
TRN0000734,SHP0000734,RTE0016,CAR008,Transshipment,2,26,26,0,16,3,1,6,None,100.0,Yes,7.1
TRN0000735,SHP0000735,RTE0007,CAR005,Direct,0,22,33,11,27,5,1,0,Customs Delay,66.7,No,5.8
TRN0000736,SHP0000736,RTE0055,CAR004,Direct,0,18,33,15,21,8,4,0,Customs Delay,54.5,No,6.5
TRN0000737,SHP0000737,RTE0021,CAR007,Direct,0,24,30,6,24,3,3,0,Equipment Shortage,80.0,No,5.0
TRN0000738,SHP0000738,RTE0056,CAR009,Transshipment,2,28,28,0,23,2,1,2,None,100.0,Yes,9.0
TRN0000739,SHP0000739,RTE0029,CAR008,Direct,0,30,30,0,25,4,1,0,None,100.0,Yes,7.8
TRN0000740,SHP0000740,RTE0055,CAR003,Direct,0,18,29,11,23,5,1,0,Weather Delay,62.1,No,8.7
TRN0000741,SHP0000741,RTE0034,CAR006,Transshipment,1,27,27,0,22,2,1,2,None,100.0,Yes,8.7
TRN0000742,SHP0000742,RTE0045,CAR010,Direct,0,27,27,0,22,4,1,0,None,100.0,Yes,2.1
TRN0000743,SHP0000743,RTE0001,CAR002,Direct,0,24,24,0,22,0,2,0,None,100.0,Yes,3.5
TRN0000744,SHP0000744,RTE0017,CAR002,Direct,0,31,31,0,28,0,3,0,None,100.0,Yes,6.0
TRN0000745,SHP0000745,RTE0060,CAR009,Transshipment,1,31,31,0,28,0,1,2,None,100.0,Yes,4.4
TRN0000746,SHP0000746,RTE0037,CAR009,Direct,0,19,32,13,20,8,4,0,Weather Delay,59.4,No,6.3
TRN0000747,SHP0000747,RTE0007,CAR001,Direct,0,22,22,0,20,1,1,0,None,100.0,Yes,10.0
TRN0000748,SHP0000748,RTE0023,CAR009,Direct,0,21,21,0,17,0,4,0,None,100.0,Yes,4.7
TRN0000749,SHP0000749,RTE0037,CAR008,Direct,0,19,28,9,20,7,1,0,Equipment Shortage,67.9,No,9.6
TRN0000750,SHP0000750,RTE0003,CAR004,Direct,0,20,20,0,18,0,2,0,None,100.0,Yes,9.2
TRN0000751,SHP0000751,RTE0010,CAR010,Transshipment,1,37,37,0,28,3,4,2,None,100.0,Yes,2.3
TRN0000752,SHP0000752,RTE0028,CAR003,Transshipment,1,28,28,0,23,0,2,3,None,100.0,Yes,7.2
TRN0000753,SHP0000753,RTE0039,CAR003,Direct,0,29,35,6,26,7,2,0,None,82.9,No,8.0
TRN0000754,SHP0000754,RTE0008,CAR009,Transshipment,1,30,30,0,24,0,4,2,None,100.0,Yes,6.6
TRN0000755,SHP0000755,RTE0002,CAR002,Transshipment,2,36,43,7,27,7,3,6,Equipment Shortage,83.7,No,1.7
TRN0000756,SHP0000756,RTE0033,CAR006,Direct,0,22,22,0,17,1,4,0,None,100.0,Yes,8.8
TRN0000757,SHP0000757,RTE0024,CAR009,Transshipment,1,33,33,0,30,1,1,1,None,100.0,Yes,3.0
TRN0000758,SHP0000758,RTE0038,CAR005,Transshipment,2,27,39,12,23,9,3,4,Equipment Shortage,69.2,No,9.7
TRN0000759,SHP0000759,RTE0033,CAR005,Direct,0,22,31,9,23,7,1,0,None,71.0,No,4.5
TRN0000760,SHP0000760,RTE0041,CAR002,Direct,0,22,22,0,18,3,1,0,None,100.0,Yes,1.2
TRN0000761,SHP0000761,RTE0001,CAR007,Direct,0,24,24,0,17,4,3,0,None,100.0,Yes,3.7
TRN0000762,SHP0000762,RTE0039,CAR004,Direct,0,29,29,0,21,4,4,0,None,100.0,Yes,6.8
TRN0000763,SHP0000763,RTE0030,CAR003,Transshipment,1,35,35,0,27,3,3,2,None,100.0,Yes,1.4
TRN0000764,SHP0000764,RTE0032,CAR007,Transshipment,1,30,30,0,22,3,2,3,None,100.0,Yes,7.4
TRN0000765,SHP0000765,RTE0014,CAR001,Transshipment,1,22,26,4,20,3,2,1,None,84.6,No,8.6
TRN0000766,SHP0000766,RTE0030,CAR006,Transshipment,1,35,35,0,30,0,4,1,None,100.0,Yes,9.9
TRN0000767,SHP0000767,RTE0005,CAR009,Direct,0,23,23,0,15,4,4,0,None,100.0,Yes,3.3
TRN0000768,SHP0000768,RTE0020,CAR006,Transshipment,1,35,44,9,35,7,1,1,Transshipment Delay,79.5,No,7.0
TRN0000769,SHP0000769,RTE0023,CAR004,Direct,0,21,21,0,14,4,3,0,None,100.0,Yes,5.4
TRN0000770,SHP0000770,RTE0032,CAR005,Transshipment,1,30,30,0,23,2,4,1,None,100.0,Yes,5.5
TRN0000771,SHP0000771,RTE0053,CAR007,Direct,0,32,34,2,29,3,2,0,Port Congestion,94.1,No,3.2
TRN0000772,SHP0000772,RTE0044,CAR006,Transshipment,2,42,42,0,36,0,2,4,None,100.0,Yes,3.4
TRN0000773,SHP0000773,RTE0034,CAR003,Transshipment,1,27,27,0,20,2,2,3,None,100.0,Yes,6.8
TRN0000774,SHP0000774,RTE0007,CAR009,Direct,0,22,26,4,19,6,1,0,None,84.6,No,2.5
TRN0000775,SHP0000775,RTE0014,CAR003,Transshipment,1,22,22,0,13,3,4,2,None,100.0,Yes,4.4
TRN0000776,SHP0000776,RTE0015,CAR004,Direct,0,21,21,0,18,1,2,0,None,100.0,Yes,7.0
TRN0000777,SHP0000777,RTE0024,CAR007,Transshipment,1,33,33,0,24,4,4,1,None,100.0,Yes,9.6
TRN0000778,SHP0000778,RTE0059,CAR010,Direct,0,24,24,0,19,3,2,0,None,100.0,Yes,3.2
TRN0000779,SHP0000779,RTE0043,CAR009,Direct,0,30,30,0,24,4,2,0,None,100.0,Yes,8.3
TRN0000780,SHP0000780,RTE0013,CAR010,Direct,0,17,17,0,11,3,3,0,None,100.0,Yes,9.2
TRN0000781,SHP0000781,RTE0053,CAR004,Direct,0,32,32,0,30,0,2,0,None,100.0,Yes,7.7
TRN0000782,SHP0000782,RTE0013,CAR009,Direct,0,17,17,0,12,2,3,0,None,100.0,Yes,9.9
TRN0000783,SHP0000783,RTE0029,CAR002,Direct,0,30,30,0,25,4,1,0,None,100.0,Yes,9.1
TRN0000784,SHP0000784,RTE0019,CAR001,Direct,0,28,41,13,30,10,1,0,Transshipment Delay,68.3,No,8.7
TRN0000785,SHP0000785,RTE0050,CAR009,Transshipment,1,33,33,0,26,3,1,3,None,100.0,Yes,9.8
TRN0000786,SHP0000786,RTE0001,CAR009,Direct,0,24,24,0,19,3,2,0,None,100.0,Yes,3.7
TRN0000787,SHP0000787,RTE0011,CAR004,Direct,0,15,15,0,13,0,2,0,None,100.0,Yes,4.5
TRN0000788,SHP0000788,RTE0016,CAR004,Transshipment,2,26,26,0,15,4,3,4,None,100.0,Yes,5.1
TRN0000789,SHP0000789,RTE0017,CAR003,Direct,0,31,37,6,30,4,3,0,None,83.8,No,9.9
TRN0000790,SHP0000790,RTE0044,CAR010,Transshipment,2,42,42,0,32,2,2,6,None,100.0,Yes,1.7
TRN0000791,SHP0000791,RTE0038,CAR007,Transshipment,2,27,27,0,22,1,2,2,None,100.0,Yes,7.6
TRN0000792,SHP0000792,RTE0012,CAR003,Transshipment,2,21,21,0,11,0,4,6,None,100.0,Yes,7.7
TRN0000793,SHP0000793,RTE0043,CAR010,Direct,0,30,30,0,26,3,1,0,None,100.0,Yes,4.8
TRN0000794,SHP0000794,RTE0050,CAR001,Transshipment,1,33,33,0,25,3,3,2,None,100.0,Yes,5.3
TRN0000795,SHP0000795,RTE0010,CAR010,Transshipment,1,37,37,0,32,1,1,3,None,100.0,Yes,9.3
TRN0000796,SHP0000796,RTE0029,CAR003,Direct,0,30,30,0,29,0,1,0,None,100.0,Yes,1.0
TRN0000797,SHP0000797,RTE0007,CAR009,Direct,0,22,31,9,20,8,3,0,Weather Delay,71.0,No,7.7
TRN0000798,SHP0000798,RTE0024,CAR005,Transshipment,1,33,44,11,34,8,1,1,Transshipment Delay,75.0,No,6.8
TRN0000799,SHP0000799,RTE0023,CAR002,Direct,0,21,21,0,14,3,4,0,None,100.0,Yes,5.3
TRN0000800,SHP0000800,RTE0039,CAR003,Direct,0,29,32,3,28,2,2,0,None,90.6,No,9.4
TRN0000801,SHP0000801,RTE0023,CAR005,Direct,0,21,21,0,18,1,2,0,None,100.0,Yes,2.9
TRN0000802,SHP0000802,RTE0051,CAR008,Direct,0,21,21,0,18,1,2,0,None,100.0,Yes,3.4
TRN0000803,SHP0000803,RTE0026,CAR006,Transshipment,1,29,29,0,21,2,4,2,None,100.0,Yes,5.1
TRN0000804,SHP0000804,RTE0015,CAR007,Direct,0,21,21,0,16,1,4,0,None,100.0,Yes,3.3
TRN0000805,SHP0000805,RTE0033,CAR010,Direct,0,22,22,0,16,3,3,0,None,100.0,Yes,2.5
TRN0000806,SHP0000806,RTE0009,CAR002,Direct,0,30,36,6,26,7,3,0,Customs Delay,83.3,No,1.8
TRN0000807,SHP0000807,RTE0015,CAR004,Direct,0,21,21,0,16,2,3,0,None,100.0,Yes,10.0
TRN0000808,SHP0000808,RTE0043,CAR010,Direct,0,30,30,0,25,1,4,0,None,100.0,Yes,5.8
TRN0000809,SHP0000809,RTE0002,CAR010,Transshipment,2,36,36,0,22,4,4,6,None,100.0,Yes,7.9
TRN0000810,SHP0000810,RTE0052,CAR001,Transshipment,1,32,32,0,25,3,3,1,None,100.0,Yes,8.3
TRN0000811,SHP0000811,RTE0028,CAR008,Transshipment,1,28,28,0,23,0,3,2,None,100.0,Yes,4.0
TRN0000812,SHP0000812,RTE0026,CAR003,Transshipment,1,29,29,0,21,4,2,2,None,100.0,Yes,7.0
TRN0000813,SHP0000813,RTE0046,CAR008,Transshipment,1,35,35,0,26,4,3,2,None,100.0,Yes,7.8
TRN0000814,SHP0000814,RTE0008,CAR002,Transshipment,1,30,40,10,27,8,2,3,Port Congestion,75.0,No,6.3
TRN0000815,SHP0000815,RTE0040,CAR001,Transshipment,1,33,33,0,25,4,3,1,None,100.0,Yes,2.2
TRN0000816,SHP0000816,RTE0037,CAR008,Direct,0,19,19,0,17,0,2,0,None,100.0,Yes,3.8
TRN0000817,SHP0000817,RTE0021,CAR007,Direct,0,24,24,0,20,0,4,0,None,100.0,Yes,7.0
TRN0000818,SHP0000818,RTE0009,CAR001,Direct,0,30,30,0,24,3,3,0,None,100.0,Yes,7.7
TRN0000819,SHP0000819,RTE0042,CAR002,Transshipment,2,30,30,0,17,3,4,6,None,100.0,Yes,7.0
TRN0000820,SHP0000820,RTE0033,CAR006,Direct,0,22,22,0,18,0,4,0,None,100.0,Yes,7.5
TRN0000821,SHP0000821,RTE0039,CAR002,Direct,0,29,31,2,26,2,3,0,Customs Delay,93.5,No,7.5
TRN0000822,SHP0000822,RTE0060,CAR005,Transshipment,1,31,31,0,24,2,2,3,None,100.0,Yes,9.8
TRN0000823,SHP0000823,RTE0031,CAR005,Direct,0,20,31,11,19,9,3,0,Customs Delay,64.5,No,4.9
TRN0000824,SHP0000824,RTE0055,CAR010,Direct,0,18,18,0,14,1,3,0,None,100.0,Yes,1.5
TRN0000825,SHP0000825,RTE0017,CAR001,Direct,0,31,43,12,32,9,2,0,Equipment Shortage,72.1,No,5.4
TRN0000826,SHP0000826,RTE0055,CAR002,Direct,0,18,18,0,13,3,2,0,None,100.0,Yes,7.1
TRN0000827,SHP0000827,RTE0029,CAR002,Direct,0,30,30,0,22,4,4,0,None,100.0,Yes,3.6
TRN0000828,SHP0000828,RTE0040,CAR008,Transshipment,1,33,33,0,22,4,4,3,None,100.0,Yes,5.2
TRN0000829,SHP0000829,RTE0038,CAR001,Transshipment,2,27,28,1,21,3,2,2,Customs Delay,96.4,No,1.2
TRN0000830,SHP0000830,RTE0050,CAR007,Transshipment,1,33,33,0,27,4,1,1,None,100.0,Yes,8.1
TRN0000831,SHP0000831,RTE0029,CAR007,Direct,0,30,41,11,32,7,2,0,Customs Delay,73.2,No,8.4
TRN0000832,SHP0000832,RTE0014,CAR006,Transshipment,1,22,22,0,16,3,1,2,None,100.0,Yes,2.6
TRN0000833,SHP0000833,RTE0052,CAR010,Transshipment,1,32,32,0,27,0,3,2,None,100.0,Yes,3.9
TRN0000834,SHP0000834,RTE0059,CAR003,Direct,0,24,26,2,22,1,3,0,None,92.3,No,7.9
TRN0000835,SHP0000835,RTE0041,CAR008,Direct,0,22,22,0,18,0,4,0,None,100.0,Yes,1.9
TRN0000836,SHP0000836,RTE0014,CAR004,Transshipment,1,22,28,6,19,7,1,1,Port Congestion,78.6,No,7.4
TRN0000837,SHP0000837,RTE0029,CAR007,Direct,0,30,36,6,25,7,4,0,None,83.3,No,3.5
TRN0000838,SHP0000838,RTE0036,CAR010,Transshipment,2,32,32,0,21,1,4,6,None,100.0,Yes,9.1
TRN0000839,SHP0000839,RTE0007,CAR002,Direct,0,22,32,10,19,9,4,0,Equipment Shortage,68.8,No,4.1
TRN0000840,SHP0000840,RTE0051,CAR001,Direct,0,21,21,0,17,1,3,0,None,100.0,Yes,2.8
TRN0000841,SHP0000841,RTE0007,CAR006,Direct,0,22,37,15,27,9,1,0,Port Congestion,59.5,No,2.1
TRN0000842,SHP0000842,RTE0017,CAR005,Direct,0,31,32,1,28,1,3,0,None,96.9,No,2.6
TRN0000843,SHP0000843,RTE0033,CAR010,Direct,0,22,25,3,20,3,2,0,Weather Delay,88.0,No,3.9
TRN0000844,SHP0000844,RTE0004,CAR010,Transshipment,1,29,29,0,20,3,4,2,None,100.0,Yes,7.1
TRN0000845,SHP0000845,RTE0046,CAR003,Transshipment,1,35,35,0,26,3,4,2,None,100.0,Yes,2.9
TRN0000846,SHP0000846,RTE0006,CAR001,Transshipment,1,34,45,11,31,8,3,3,Transshipment Delay,75.6,No,8.7
TRN0000847,SHP0000847,RTE0048,CAR003,Transshipment,1,31,31,0,27,2,1,1,None,100.0,Yes,7.0
TRN0000848,SHP0000848,RTE0051,CAR007,Direct,0,21,21,0,18,0,3,0,None,100.0,Yes,6.8
TRN0000849,SHP0000849,RTE0060,CAR010,Transshipment,1,31,31,0,25,3,1,2,None,100.0,Yes,1.0
TRN0000850,SHP0000850,RTE0013,CAR007,Direct,0,17,17,0,13,3,1,0,None,100.0,Yes,9.1
TRN0000851,SHP0000851,RTE0022,CAR008,Transshipment,1,36,36,0,32,1,1,2,None,100.0,Yes,1.8
TRN0000852,SHP0000852,RTE0024,CAR008,Transshipment,1,33,33,0,26,4,1,2,None,100.0,Yes,8.6
TRN0000853,SHP0000853,RTE0034,CAR003,Transshipment,1,27,29,2,18,4,4,3,None,93.1,No,7.9
TRN0000854,SHP0000854,RTE0017,CAR005,Direct,0,31,31,0,25,2,4,0,None,100.0,Yes,8.1
TRN0000855,SHP0000855,RTE0059,CAR004,Direct,0,24,24,0,20,0,4,0,None,100.0,Yes,7.8
TRN0000856,SHP0000856,RTE0011,CAR004,Direct,0,15,22,7,15,5,2,0,Transshipment Delay,68.2,No,4.5
TRN0000857,SHP0000857,RTE0014,CAR010,Transshipment,1,22,22,0,13,4,2,3,None,100.0,Yes,1.5
TRN0000858,SHP0000858,RTE0028,CAR005,Transshipment,1,28,28,0,23,1,3,1,None,100.0,Yes,4.5
TRN0000859,SHP0000859,RTE0006,CAR004,Transshipment,1,34,34,0,24,4,3,3,None,100.0,Yes,2.3
TRN0000860,SHP0000860,RTE0013,CAR008,Direct,0,17,17,0,12,2,3,0,None,100.0,Yes,5.0
TRN0000861,SHP0000861,RTE0036,CAR005,Transshipment,2,32,42,10,28,8,2,4,None,76.2,No,7.6
TRN0000862,SHP0000862,RTE0031,CAR001,Direct,0,20,20,0,16,3,1,0,None,100.0,Yes,1.5
TRN0000863,SHP0000863,RTE0019,CAR001,Direct,0,28,28,0,23,3,2,0,None,100.0,Yes,7.2
TRN0000864,SHP0000864,RTE0042,CAR001,Transshipment,2,30,32,2,20,4,4,4,Equipment Shortage,93.8,No,9.5
TRN0000865,SHP0000865,RTE0021,CAR008,Direct,0,24,24,0,20,3,1,0,None,100.0,Yes,7.1
TRN0000866,SHP0000866,RTE0016,CAR001,Transshipment,2,26,28,2,17,3,2,6,Customs Delay,92.9,No,4.6
TRN0000867,SHP0000867,RTE0053,CAR009,Direct,0,32,37,5,31,2,4,0,Weather Delay,86.5,No,8.7
TRN0000868,SHP0000868,RTE0051,CAR007,Direct,0,21,21,0,15,3,3,0,None,100.0,Yes,7.3
TRN0000869,SHP0000869,RTE0057,CAR007,Direct,0,29,29,0,25,2,2,0,None,100.0,Yes,8.8
TRN0000870,SHP0000870,RTE0021,CAR008,Direct,0,24,29,5,20,6,3,0,Port Congestion,82.8,No,6.7
TRN0000871,SHP0000871,RTE0032,CAR001,Transshipment,1,30,30,0,22,2,4,2,None,100.0,Yes,3.0
TRN0000872,SHP0000872,RTE0049,CAR009,Direct,0,28,41,13,31,6,4,0,Port Congestion,68.3,No,4.5
TRN0000873,SHP0000873,RTE0030,CAR010,Transshipment,1,35,35,0,32,0,1,2,None,100.0,Yes,7.1
TRN0000874,SHP0000874,RTE0037,CAR002,Direct,0,19,19,0,13,3,3,0,None,100.0,Yes,5.0
TRN0000875,SHP0000875,RTE0044,CAR009,Transshipment,2,42,42,0,34,3,1,4,None,100.0,Yes,8.6
TRN0000876,SHP0000876,RTE0028,CAR009,Transshipment,1,28,28,0,22,4,1,1,None,100.0,Yes,2.8
TRN0000877,SHP0000877,RTE0012,CAR010,Transshipment,2,21,21,0,11,2,2,6,None,100.0,Yes,7.6
TRN0000878,SHP0000878,RTE0004,CAR001,Transshipment,1,29,29,0,22,1,4,2,None,100.0,Yes,9.4
TRN0000879,SHP0000879,RTE0025,CAR002,Direct,0,18,18,0,13,3,2,0,None,100.0,Yes,3.9
TRN0000880,SHP0000880,RTE0012,CAR009,Transshipment,2,21,21,0,9,4,4,4,None,100.0,Yes,5.1
TRN0000881,SHP0000881,RTE0030,CAR003,Transshipment,1,35,35,0,30,0,3,2,None,100.0,Yes,3.7
TRN0000882,SHP0000882,RTE0039,CAR006,Direct,0,29,37,8,29,7,1,0,Port Congestion,78.4,No,7.2
TRN0000883,SHP0000883,RTE0016,CAR009,Transshipment,2,26,26,0,12,4,4,6,None,100.0,Yes,7.9
TRN0000884,SHP0000884,RTE0035,CAR005,Direct,0,25,25,0,22,0,3,0,None,100.0,Yes,7.3
TRN0000885,SHP0000885,RTE0055,CAR010,Direct,0,18,18,0,13,1,4,0,None,100.0,Yes,1.4
TRN0000886,SHP0000886,RTE0032,CAR001,Transshipment,1,30,30,0,26,1,2,1,None,100.0,Yes,8.0
TRN0000887,SHP0000887,RTE0043,CAR009,Direct,0,30,30,0,28,0,2,0,None,100.0,Yes,4.5
TRN0000888,SHP0000888,RTE0019,CAR004,Direct,0,28,28,0,22,4,2,0,None,100.0,Yes,8.3
TRN0000889,SHP0000889,RTE0023,CAR005,Direct,0,21,29,8,23,4,2,0,None,72.4,No,3.2
TRN0000890,SHP0000890,RTE0019,CAR008,Direct,0,28,28,0,21,4,3,0,None,100.0,Yes,4.2
TRN0000891,SHP0000891,RTE0032,CAR005,Transshipment,1,30,30,0,23,3,1,3,None,100.0,Yes,2.2
TRN0000892,SHP0000892,RTE0056,CAR009,Transshipment,2,28,28,0,17,4,1,6,None,100.0,Yes,3.4
TRN0000893,SHP0000893,RTE0004,CAR008,Transshipment,1,29,29,0,23,2,1,3,None,100.0,Yes,6.3
TRN0000894,SHP0000894,RTE0039,CAR005,Direct,0,29,40,11,31,5,4,0,None,72.5,No,7.0
TRN0000895,SHP0000895,RTE0020,CAR002,Transshipment,1,35,35,0,27,2,3,3,None,100.0,Yes,6.4
TRN0000896,SHP0000896,RTE0060,CAR006,Transshipment,1,31,31,0,25,1,2,3,None,100.0,Yes,4.3
TRN0000897,SHP0000897,RTE0005,CAR003,Direct,0,23,23,0,19,1,3,0,None,100.0,Yes,5.4
TRN0000898,SHP0000898,RTE0019,CAR001,Direct,0,28,28,0,24,0,4,0,None,100.0,Yes,1.1
TRN0000899,SHP0000899,RTE0018,CAR002,Transshipment,1,42,42,0,36,1,2,3,None,100.0,Yes,8.0
TRN0000900,SHP0000900,RTE0047,CAR001,Direct,0,23,23,0,20,1,2,0,None,100.0,Yes,4.2
TRN0000901,SHP0000901,RTE0060,CAR001,Transshipment,1,31,31,0,23,1,4,3,None,100.0,Yes,6.5
TRN0000902,SHP0000902,RTE0032,CAR001,Transshipment,1,30,30,0,24,0,3,3,None,100.0,Yes,9.0
TRN0000903,SHP0000903,RTE0053,CAR009,Direct,0,32,32,0,26,2,4,0,None,100.0,Yes,5.4
TRN0000904,SHP0000904,RTE0043,CAR004,Direct,0,30,30,0,25,1,4,0,None,100.0,Yes,7.0
TRN0000905,SHP0000905,RTE0038,CAR008,Transshipment,2,27,27,0,17,3,3,4,None,100.0,Yes,3.5
TRN0000906,SHP0000906,RTE0008,CAR010,Transshipment,1,30,30,0,24,2,3,1,None,100.0,Yes,5.1
TRN0000907,SHP0000907,RTE0047,CAR008,Direct,0,23,23,0,20,1,2,0,None,100.0,Yes,7.8
TRN0000908,SHP0000908,RTE0042,CAR003,Transshipment,2,30,30,0,21,0,3,6,None,100.0,Yes,7.2
TRN0000909,SHP0000909,RTE0031,CAR007,Direct,0,20,20,0,15,4,1,0,None,100.0,Yes,5.3
TRN0000910,SHP0000910,RTE0037,CAR006,Direct,0,19,19,0,13,3,3,0,None,100.0,Yes,7.8
TRN0000911,SHP0000911,RTE0021,CAR004,Direct,0,24,26,2,20,5,1,0,None,92.3,No,1.1
TRN0000912,SHP0000912,RTE0056,CAR002,Transshipment,2,28,28,0,21,4,1,2,None,100.0,Yes,1.0
TRN0000913,SHP0000913,RTE0042,CAR010,Transshipment,2,30,30,0,18,4,4,4,None,100.0,Yes,6.4
TRN0000914,SHP0000914,RTE0033,CAR004,Direct,0,22,33,11,22,7,4,0,Equipment Shortage,66.7,No,1.7
TRN0000915,SHP0000915,RTE0035,CAR002,Direct,0,25,25,0,20,1,4,0,None,100.0,Yes,8.3
