Shipment_ID,Customer_ID,Carrier_ID,Carrier_Name,Route_ID,Route_Type,Origin_Port,Destination_Port,Num_Transshipments,ETD,ETA,Actual_Arrival,Std_Transit_Days,Actual_Transit_Days,Delay_Days,Delay_Reason,On_Time,Num_Containers,Container_Type,Commodity,Incoterms,Cargo_Value_USD,Shipment_Status
SHP0001513,CUS0002,CAR003,CMA CGM,RTE0006,Transshipment,Shanghai,Chicago,1,2022-10-16,2022-11-19,2022-11-27,34,42,8,Bad Weather,No,2,40HC,Toys,CIF,505344.97,Delivered
SHP0001514,CUS0011,CAR001,Maersk,RTE0017,Direct,Ningbo,New York,0,2022-05-06,2022-06-06,2022-06-06,31,31,0,None,Yes,2,20RF,Food Products,CFR,71261.37,Delivered
SHP0001515,CUS0034,CAR005,Hapag-Lloyd,RTE0010,Transshipment,Shenzhen,Montreal,1,2022-08-08,2022-09-14,2022-09-14,37,37,0,None,Yes,3,20GP,Auto Parts,EXW,80763.83,Delivered
SHP0001516,CUS0024,CAR010,HMM,RTE0002,Transshipment,Shanghai,Vancouver,2,2024-04-10,2024-05-16,2024-05-16,36,36,0,None,Yes,8,40HC,Food Products,EXW,641761.09,Delivered
SHP0001517,CUS0024,CAR006,ONE,RTE0038,Transshipment,Rotterdam,Miami,2,2023-08-07,2023-09-03,2023-09-10,27,34,7,Transshipment Delay,No,5,20RF,Apparel,CIF,844931.7,Delivered
SHP0001518,CUS0008,CAR001,Maersk,RTE0028,Transshipment,Singapore,Chicago,1,2022-04-01,2022-04-29,2022-04-29,28,28,0,None,Yes,2,40RF,Apparel,FOB,246858.48,Delivered
SHP0001519,CUS0036,CAR007,Yang Ming,RTE0047,Direct,Hamburg,Miami,0,2023-04-16,2023-05-09,2023-05-09,23,23,0,None,Yes,5,20GP,Textiles,CIF,452615.01,Delivered
SHP0001520,CUS0007,CAR009,COSCO,RTE0002,Transshipment,Shanghai,Vancouver,2,2024-01-21,2024-02-26,2024-02-26,36,36,0,None,Yes,10,20GP,Apparel,EXW,719088.58,Delivered
SHP0001521,CUS0003,CAR009,COSCO,RTE0013,Direct,Ningbo,Seattle,0,2024-04-16,2024-05-03,2024-05-03,17,17,0,None,Yes,1,20RF,Auto Parts,EXW,125722.2,Delivered
SHP0001522,CUS0024,CAR005,Hapag-Lloyd,RTE0056,Transshipment,Kaohsiung,New York,2,2024-12-22,2025-01-19,2025-01-19,28,28,0,None,Yes,4,20RF,Furniture,FOB,718861.51,In Transit
SHP0001523,CUS0012,CAR007,Yang Ming,RTE0038,Transshipment,Rotterdam,Miami,2,2023-12-16,2024-01-12,2024-01-21,27,36,9,Customs Inspection,No,8,20RF,Food Products,CFR,291072.62,Delivered
SHP0001524,CUS0001,CAR009,COSCO,RTE0008,Transshipment,Shenzhen,Seattle,1,2023-11-15,2023-12-15,2023-12-19,30,34,4,Transshipment Delay,No,10,20RF,Furniture,DAP,925870.79,Delivered
SHP0001525,CUS0028,CAR007,Yang Ming,RTE0057,Direct,Kaohsiung,Vancouver,0,2022-11-01,2022-11-30,2022-11-30,29,29,0,None,Yes,2,40RF,Auto Parts,CIF,714503.39,Delivered
SHP0001526,CUS0018,CAR001,Maersk,RTE0003,Direct,Shanghai,Montreal,0,2024-04-05,2024-04-25,2024-04-25,20,20,0,None,Yes,5,40HC,Toys,FOB,767341.25,Delivered
SHP0001527,CUS0038,CAR008,ZIM,RTE0003,Direct,Shanghai,Montreal,0,2024-09-21,2024-10-11,2024-10-11,20,20,0,None,Yes,5,20GP,Electronics,EXW,606286.37,Delivered
SHP0001528,CUS0046,CAR002,MSC,RTE0035,Direct,Hong Kong,Houston,0,2023-07-07,2023-08-01,2023-08-01,25,25,0,None,Yes,4,20GP,Chemicals,CIF,90182.08,Delivered
SHP0001529,CUS0038,CAR001,Maersk,RTE0033,Direct,Hong Kong,New York,0,2023-09-02,2023-09-24,2023-10-05,22,33,11,Bad Weather,No,7,40RF,Steel Products,DAP,656937.52,Delivered
SHP0001530,CUS0038,CAR008,ZIM,RTE0013,Direct,Ningbo,Seattle,0,2024-06-18,2024-07-05,2024-07-05,17,17,0,None,Yes,7,20RF,Toys,CFR,762411.42,Delivered
SHP0001531,CUS0007,CAR007,Yang Ming,RTE0060,Transshipment,Kaohsiung,Seattle,1,2022-11-01,2022-12-02,2022-12-02,31,31,0,None,Yes,1,20RF,Textiles,CFR,302865.42,Delivered
SHP0001532,CUS0028,CAR006,ONE,RTE0012,Transshipment,Shenzhen,Los Angeles,2,2023-01-10,2023-01-31,2023-01-31,21,21,0,None,Yes,9,40RF,Toys,EXW,603720.74,Delivered
SHP0001533,CUS0001,CAR008,ZIM,RTE0039,Direct,Rotterdam,Los Angeles,0,2022-05-18,2022-06-16,2022-06-28,29,41,12,Customs Inspection,No,3,20RF,Furniture,FOB,253625.14,Delivered
SHP0001534,CUS0011,CAR009,COSCO,RTE0030,Transshipment,Singapore,Miami,1,2022-08-05,2022-09-09,2022-09-09,35,35,0,None,Yes,3,20GP,Machinery,FOB,857138.4,Delivered
SHP0001535,CUS0016,CAR002,MSC,RTE0035,Direct,Hong Kong,Houston,0,2024-01-27,2024-02-21,2024-02-21,25,25,0,None,Yes,10,40RF,Steel Products,CFR,529233.93,Delivered
SHP0001536,CUS0010,CAR008,ZIM,RTE0037,Direct,Rotterdam,Miami,0,2022-08-18,2022-09-06,2022-09-08,19,21,2,Port Congestion,No,9,40RF,Toys,EXW,931413.2,Delivered
SHP0001537,CUS0035,CAR002,MSC,RTE0053,Direct,Colombo,Seattle,0,2024-03-28,2024-04-29,2024-04-29,32,32,0,None,Yes,9,40GP,Furniture,FOB,478726.78,Delivered
SHP0001538,CUS0033,CAR009,COSCO,RTE0023,Direct,Busan,Chicago,0,2023-04-23,2023-05-14,2023-05-24,21,31,10,Equipment Shortage,No,6,20RF,Electronics,CFR,213946.28,Delivered
SHP0001539,CUS0003,CAR009,COSCO,RTE0017,Direct,Ningbo,New York,0,2024-05-07,2024-06-07,2024-06-07,31,31,0,None,Yes,2,40GP,Auto Parts,DAP,585257.64,Delivered
SHP0001540,CUS0049,CAR002,MSC,RTE0026,Transshipment,Singapore,New York,1,2022-06-22,2022-07-21,2022-07-21,29,29,0,None,Yes,8,40RF,Machinery,CIF,619906.63,Delivered
SHP0001541,CUS0010,CAR009,COSCO,RTE0057,Direct,Kaohsiung,Vancouver,0,2024-08-06,2024-09-04,2024-09-16,29,41,12,Equipment Shortage,No,8,20GP,Machinery,FOB,609399.6,Delivered
SHP0001542,CUS0006,CAR005,Hapag-Lloyd,RTE0008,Transshipment,Shenzhen,Seattle,1,2024-05-17,2024-06-16,2024-06-16,30,30,0,None,Yes,1,20RF,Steel Products,CIF,218177.82,Delivered
SHP0001543,CUS0036,CAR009,COSCO,RTE0058,Transshipment,Kaohsiung,Vancouver,2,2023-04-05,2023-05-12,2023-05-12,37,37,0,None,Yes,6,20GP,Textiles,CFR,807970.97,Delivered
SHP0001544,CUS0012,CAR007,Yang Ming,RTE0043,Direct,Hamburg,Houston,0,2023-08-23,2023-09-22,2023-09-22,30,30,0,None,Yes,10,20RF,Machinery,CFR,407498.88,Delivered
SHP0001545,CUS0040,CAR005,Hapag-Lloyd,RTE0047,Direct,Hamburg,Miami,0,2024-05-29,2024-06-21,2024-06-21,23,23,0,None,Yes,9,40HC,Furniture,FOB,471749.11,Delivered
SHP0001546,CUS0025,CAR002,MSC,RTE0022,Transshipment,Busan,Miami,1,2022-10-19,2022-11-24,2022-11-27,36,39,3,Customs Inspection,No,10,40GP,Food Products,EXW,565488.67,Delivered
SHP0001547,CUS0050,CAR010,HMM,RTE0034,Transshipment,Hong Kong,New York,1,2023-03-31,2023-04-27,2023-04-27,27,27,0,None,Yes,9,40RF,Auto Parts,CFR,89033.54,Delivered
SHP0001548,CUS0031,CAR007,Yang Ming,RTE0017,Direct,Ningbo,New York,0,2022-11-06,2022-12-07,2022-12-07,31,31,0,None,Yes,10,40RF,Apparel,DAP,70952.09,Delivered
SHP0001549,CUS0005,CAR005,Hapag-Lloyd,RTE0005,Direct,Shanghai,Chicago,0,2023-03-16,2023-04-08,2023-04-08,23,23,0,None,Yes,4,40HC,Toys,CIF,998650.04,Delivered
SHP0001550,CUS0007,CAR007,Yang Ming,RTE0045,Direct,Hamburg,Halifax,0,2023-04-22,2023-05-19,2023-05-19,27,27,0,None,Yes,7,20GP,Chemicals,CIF,981961.99,Delivered
SHP0001551,CUS0036,CAR006,ONE,RTE0018,Transshipment,Ningbo,New York,1,2024-11-12,2024-12-24,2024-12-24,42,42,0,None,Yes,1,40GP,Chemicals,EXW,762952.64,Delivered
SHP0001552,CUS0040,CAR002,MSC,RTE0017,Direct,Ningbo,New York,0,2022-07-19,2022-08-19,2022-08-19,31,31,0,None,Yes,1,40GP,Machinery,EXW,76842.21,Delivered
SHP0001553,CUS0031,CAR002,MSC,RTE0025,Direct,Singapore,New York,0,2024-09-18,2024-10-06,2024-10-21,18,33,15,Port Congestion,No,9,40GP,Machinery,CFR,561328.14,Delivered
SHP0001554,CUS0035,CAR001,Maersk,RTE0041,Direct,Rotterdam,New York,0,2022-01-06,2022-01-28,2022-01-28,22,22,0,None,Yes,9,40GP,Apparel,EXW,125638.48,Delivered
SHP0001555,CUS0015,CAR002,MSC,RTE0034,Transshipment,Hong Kong,New York,1,2023-10-31,2023-11-27,2023-11-27,27,27,0,None,Yes,7,20RF,Machinery,CFR,451075.85,Delivered
SHP0001556,CUS0045,CAR004,Evergreen,RTE0039,Direct,Rotterdam,Los Angeles,0,2024-03-21,2024-04-19,2024-04-19,29,29,0,None,Yes,8,40HC,Steel Products,DAP,588860.33,Delivered
SHP0001557,CUS0021,CAR002,MSC,RTE0055,Direct,Kaohsiung,New York,0,2023-11-28,2023-12-16,2023-12-16,18,18,0,None,Yes,6,20GP,Apparel,FOB,633012.25,Delivered
SHP0001558,CUS0004,CAR003,CMA CGM,RTE0043,Direct,Hamburg,Houston,0,2024-09-05,2024-10-05,2024-10-05,30,30,0,None,Yes,7,20GP,Chemicals,FOB,116864.47,Delivered
SHP0001559,CUS0015,CAR001,Maersk,RTE0044,Transshipment,Hamburg,Houston,2,2024-03-19,2024-04-30,2024-04-30,42,42,0,None,Yes,4,20RF,Furniture,FOB,538934.39,Delivered
SHP0001560,CUS0004,CAR010,HMM,RTE0024,Transshipment,Busan,Chicago,1,2024-02-16,2024-03-20,2024-03-20,33,33,0,None,Yes,1,40RF,Toys,EXW,816643.88,Delivered
SHP0001561,CUS0012,CAR005,Hapag-Lloyd,RTE0038,Transshipment,Rotterdam,Miami,2,2022-04-07,2022-05-04,2022-05-09,27,32,5,Bad Weather,No,5,40RF,Toys,DAP,459773.0,Delivered
SHP0001562,CUS0017,CAR007,Yang Ming,RTE0021,Direct,Busan,Miami,0,2022-11-28,2022-12-22,2022-12-23,24,25,1,Customs Inspection,No,6,20RF,Chemicals,DAP,768452.98,Delivered
SHP0001563,CUS0037,CAR001,Maersk,RTE0058,Transshipment,Kaohsiung,Vancouver,2,2024-07-11,2024-08-17,2024-08-30,37,50,13,Customs Inspection,No,4,40GP,Steel Products,CFR,77446.77,Delivered
SHP0001564,CUS0017,CAR006,ONE,RTE0056,Transshipment,Kaohsiung,New York,2,2024-04-08,2024-05-06,2024-05-06,28,28,0,None,Yes,3,40GP,Food Products,EXW,715568.5,Delivered
SHP0001565,CUS0039,CAR006,ONE,RTE0026,Transshipment,Singapore,New York,1,2023-12-12,2024-01-10,2024-01-14,29,33,4,Port Congestion,No,7,40GP,Furniture,FOB,216162.51,Delivered
SHP0001566,CUS0028,CAR008,ZIM,RTE0050,Transshipment,Colombo,Halifax,1,2024-09-06,2024-10-09,2024-10-09,33,33,0,None,Yes,5,20RF,Furniture,EXW,632609.47,Delivered
SHP0001567,CUS0012,CAR002,MSC,RTE0008,Transshipment,Shenzhen,Seattle,1,2023-07-30,2023-08-29,2023-09-10,30,42,12,Port Congestion,No,6,40RF,Machinery,CFR,807037.85,Delivered
SHP0001568,CUS0049,CAR001,Maersk,RTE0003,Direct,Shanghai,Montreal,0,2022-01-31,2022-02-20,2022-02-20,20,20,0,None,Yes,9,20RF,Textiles,DAP,992055.12,Delivered
SHP0001569,CUS0012,CAR002,MSC,RTE0056,Transshipment,Kaohsiung,New York,2,2024-01-04,2024-02-01,2024-02-09,28,36,8,Port Congestion,No,5,20RF,Furniture,DAP,802901.9,Delivered
SHP0001570,CUS0005,CAR007,Yang Ming,RTE0041,Direct,Rotterdam,New York,0,2022-10-29,2022-11-20,2022-11-20,22,22,0,None,Yes,3,20GP,Auto Parts,CFR,288667.09,Delivered
SHP0001571,CUS0022,CAR008,ZIM,RTE0057,Direct,Kaohsiung,Vancouver,0,2023-04-12,2023-05-11,2023-05-11,29,29,0,None,Yes,10,20RF,Steel Products,FOB,488144.06,Delivered
SHP0001572,CUS0024,CAR003,CMA CGM,RTE0054,Transshipment,Colombo,Seattle,1,2023-06-27,2023-08-08,2023-08-08,42,42,0,None,Yes,3,20GP,Steel Products,CIF,528289.56,Delivered
SHP0001573,CUS0004,CAR005,Hapag-Lloyd,RTE0023,Direct,Busan,Chicago,0,2022-03-06,2022-03-27,2022-04-07,21,32,11,Customs Inspection,No,5,40HC,Machinery,DAP,371612.24,Delivered
SHP0001574,CUS0008,CAR002,MSC,RTE0014,Transshipment,Ningbo,Seattle,1,2022-10-14,2022-11-05,2022-11-05,22,22,0,None,Yes,8,40HC,Steel Products,CFR,777082.49,Delivered
SHP0001575,CUS0047,CAR010,HMM,RTE0031,Direct,Hong Kong,Halifax,0,2022-06-23,2022-07-13,2022-07-13,20,20,0,None,Yes,7,40GP,Auto Parts,EXW,662811.66,Delivered
SHP0001576,CUS0011,CAR008,ZIM,RTE0011,Direct,Shenzhen,Los Angeles,0,2022-03-04,2022-03-19,2022-03-23,15,19,4,Equipment Shortage,No,9,20RF,Furniture,FOB,902852.29,Delivered
SHP0001577,CUS0004,CAR009,COSCO,RTE0002,Transshipment,Shanghai,Vancouver,2,2022-05-18,2022-06-23,2022-07-03,36,46,10,Transshipment Delay,No,1,40HC,Chemicals,CIF,81540.13,Delivered
SHP0001578,CUS0021,CAR004,Evergreen,RTE0051,Direct,Colombo,Houston,0,2024-10-27,2024-11-17,2024-11-17,21,21,0,None,Yes,10,40GP,Chemicals,CIF,887041.75,Delivered
SHP0001579,CUS0033,CAR002,MSC,RTE0056,Transshipment,Kaohsiung,New York,2,2022-05-22,2022-06-19,2022-07-01,28,40,12,Bad Weather,No,8,40RF,Machinery,CFR,909752.83,Delivered
SHP0001580,CUS0018,CAR003,CMA CGM,RTE0023,Direct,Busan,Chicago,0,2023-06-05,2023-06-26,2023-07-01,21,26,5,Customs Inspection,No,5,40HC,Food Products,FOB,834559.25,Delivered
SHP0001581,CUS0045,CAR006,ONE,RTE0036,Transshipment,Hong Kong,Houston,2,2022-05-16,2022-06-17,2022-06-17,32,32,0,None,Yes,4,20RF,Steel Products,FOB,64791.12,Delivered
SHP0001582,CUS0016,CAR006,ONE,RTE0049,Direct,Colombo,Halifax,0,2022-09-10,2022-10-08,2022-10-08,28,28,0,None,Yes,9,40RF,Machinery,CFR,748574.08,Delivered
SHP0001583,CUS0028,CAR010,HMM,RTE0037,Direct,Rotterdam,Miami,0,2024-12-16,2025-01-04,2025-01-13,19,28,9,Equipment Shortage,No,1,40HC,Chemicals,DAP,599836.41,In Transit
SHP0001584,CUS0018,CAR002,MSC,RTE0032,Transshipment,Hong Kong,Halifax,1,2024-07-09,2024-08-08,2024-08-08,30,30,0,None,Yes,7,40GP,Electronics,FOB,868755.5,Delivered
SHP0001585,CUS0046,CAR007,Yang Ming,RTE0035,Direct,Hong Kong,Houston,0,2023-06-02,2023-06-27,2023-06-27,25,25,0,None,Yes,4,40RF,Auto Parts,CFR,477053.94,Delivered
SHP0001586,CUS0007,CAR010,HMM,RTE0015,Direct,Ningbo,Miami,0,2022-11-06,2022-11-27,2022-11-29,21,23,2,Equipment Shortage,No,8,20GP,Food Products,CIF,946516.39,Delivered
SHP0001587,CUS0033,CAR009,COSCO,RTE0011,Direct,Shenzhen,Los Angeles,0,2022-04-12,2022-04-27,2022-04-27,15,15,0,None,Yes,4,40GP,Furniture,FOB,92543.0,Delivered
SHP0001588,CUS0012,CAR004,Evergreen,RTE0012,Transshipment,Shenzhen,Los Angeles,2,2022-01-05,2022-01-26,2022-01-26,21,21,0,None,Yes,9,20RF,Textiles,DAP,410432.3,Delivered
SHP0001589,CUS0041,CAR009,COSCO,RTE0002,Transshipment,Shanghai,Vancouver,2,2024-09-11,2024-10-17,2024-10-17,36,36,0,None,Yes,1,40RF,Apparel,EXW,229883.29,Delivered
SHP0001590,CUS0004,CAR005,Hapag-Lloyd,RTE0006,Transshipment,Shanghai,Chicago,1,2023-04-27,2023-05-31,2023-05-31,34,34,0,None,Yes,6,40GP,Apparel,CFR,534818.01,Delivered
SHP0001591,CUS0027,CAR005,Hapag-Lloyd,RTE0032,Transshipment,Hong Kong,Halifax,1,2022-10-11,2022-11-10,2022-11-10,30,30,0,None,Yes,7,40RF,Chemicals,FOB,83125.75,Delivered
SHP0001592,CUS0030,CAR001,Maersk,RTE0050,Transshipment,Colombo,Halifax,1,2024-04-07,2024-05-10,2024-05-10,33,33,0,None,Yes,6,40HC,Chemicals,CFR,410229.93,Delivered
SHP0001593,CUS0045,CAR001,Maersk,RTE0021,Direct,Busan,Miami,0,2022-04-05,2022-04-29,2022-04-29,24,24,0,None,Yes,7,20RF,Machinery,FOB,120134.46,Delivered
SHP0001594,CUS0020,CAR006,ONE,RTE0025,Direct,Singapore,New York,0,2022-06-27,2022-07-15,2022-07-15,18,18,0,None,Yes,4,40HC,Electronics,DAP,564571.15,Delivered
SHP0001595,CUS0018,CAR010,HMM,RTE0040,Transshipment,Rotterdam,Los Angeles,1,2024-08-19,2024-09-21,2024-09-21,33,33,0,None,Yes,1,40HC,Steel Products,CIF,458401.68,Delivered
SHP0001596,CUS0010,CAR009,COSCO,RTE0019,Direct,Busan,Toronto,0,2024-02-13,2024-03-12,2024-03-12,28,28,0,None,Yes,10,40RF,Food Products,CIF,418993.56,Delivered
SHP0001597,CUS0015,CAR009,COSCO,RTE0001,Direct,Shanghai,Vancouver,0,2024-06-06,2024-06-30,2024-06-30,24,24,0,None,Yes,10,20GP,Textiles,CFR,995256.18,Delivered
SHP0001598,CUS0005,CAR010,HMM,RTE0031,Direct,Hong Kong,Halifax,0,2024-01-16,2024-02-05,2024-02-05,20,20,0,None,Yes,10,20RF,Furniture,EXW,480857.58,Delivered
SHP0001599,CUS0002,CAR007,Yang Ming,RTE0030,Transshipment,Singapore,Miami,1,2023-04-30,2023-06-04,2023-06-04,35,35,0,None,Yes,2,40GP,Food Products,EXW,481824.52,Delivered
SHP0001600,CUS0036,CAR010,HMM,RTE0033,Direct,Hong Kong,New York,0,2023-01-18,2023-02-09,2023-02-09,22,22,0,None,Yes,2,40RF,Electronics,CFR,400116.58,Delivered
SHP0001601,CUS0024,CAR008,ZIM,RTE0006,Transshipment,Shanghai,Chicago,1,2023-11-19,2023-12-23,2023-12-23,34,34,0,None,Yes,2,20RF,Textiles,DAP,326247.96,Delivered
SHP0001602,CUS0032,CAR003,CMA CGM,RTE0048,Transshipment,Hamburg,Miami,1,2023-08-31,2023-10-01,2023-10-01,31,31,0,None,Yes,2,20GP,Steel Products,CFR,187420.76,Delivered
SHP0001603,CUS0026,CAR010,HMM,RTE0046,Transshipment,Hamburg,Halifax,1,2022-10-10,2022-11-14,2022-11-14,35,35,0,None,Yes,3,40GP,Toys,DAP,367554.06,Delivered
SHP0001604,CUS0046,CAR001,Maersk,RTE0029,Direct,Singapore,Miami,0,2023-06-26,2023-07-26,2023-07-26,30,30,0,None,Yes,5,40GP,Apparel,CFR,379280.87,Delivered
SHP0001605,CUS0021,CAR001,Maersk,RTE0032,Transshipment,Hong Kong,Halifax,1,2024-06-10,2024-07-10,2024-07-10,30,30,0,None,Yes,1,40RF,Furniture,CIF,852335.88,Delivered
SHP0001606,CUS0046,CAR001,Maersk,RTE0054,Transshipment,Colombo,Seattle,1,2022-02-06,2022-03-20,2022-03-20,42,42,0,None,Yes,7,40GP,Chemicals,DAP,311353.54,Delivered
SHP0001607,CUS0009,CAR004,Evergreen,RTE0012,Transshipment,Shenzhen,Los Angeles,2,2023-07-25,2023-08-15,2023-08-29,21,35,14,Transshipment Delay,No,9,40GP,Steel Products,CFR,361693.44,Delivered
SHP0001608,CUS0001,CAR005,Hapag-Lloyd,RTE0051,Direct,Colombo,Houston,0,2022-04-30,2022-05-21,2022-05-21,21,21,0,None,Yes,9,40GP,Furniture,EXW,731222.92,Delivered
SHP0001609,CUS0005,CAR007,Yang Ming,RTE0010,Transshipment,Shenzhen,Montreal,1,2024-03-08,2024-04-14,2024-04-14,37,37,0,None,Yes,6,20GP,Textiles,FOB,105971.58,Delivered
SHP0001610,CUS0006,CAR001,Maersk,RTE0036,Transshipment,Hong Kong,Houston,2,2022-08-26,2022-09-27,2022-09-27,32,32,0,None,Yes,1,40RF,Furniture,DAP,891613.15,Delivered
SHP0001611,CUS0021,CAR002,MSC,RTE0054,Transshipment,Colombo,Seattle,1,2023-01-16,2023-02-27,2023-02-27,42,42,0,None,Yes,1,40HC,Auto Parts,DAP,100578.11,Delivered
SHP0001612,CUS0003,CAR001,Maersk,RTE0013,Direct,Ningbo,Seattle,0,2024-08-04,2024-08-21,2024-08-23,17,19,2,Equipment Shortage,No,6,20GP,Electronics,DAP,293604.4,Delivered
SHP0001613,CUS0033,CAR002,MSC,RTE0041,Direct,Rotterdam,New York,0,2023-10-02,2023-10-24,2023-10-24,22,22,0,None,Yes,5,40GP,Furniture,CFR,545807.83,Delivered
SHP0001614,CUS0014,CAR010,HMM,RTE0035,Direct,Hong Kong,Houston,0,2024-04-24,2024-05-19,2024-05-19,25,25,0,None,Yes,5,40HC,Textiles,FOB,442748.62,Delivered
SHP0001615,CUS0010,CAR009,COSCO,RTE0039,Direct,Rotterdam,Los Angeles,0,2024-08-29,2024-09-27,2024-10-01,29,33,4,Equipment Shortage,No,2,40GP,Apparel,FOB,294926.08,Delivered
SHP0001616,CUS0043,CAR009,COSCO,RTE0024,Transshipment,Busan,Chicago,1,2024-04-05,2024-05-08,2024-05-08,33,33,0,None,Yes,2,20RF,Machinery,CIF,972279.19,Delivered
SHP0001617,CUS0029,CAR006,ONE,RTE0047,Direct,Hamburg,Miami,0,2023-06-09,2023-07-02,2023-07-11,23,32,9,Transshipment Delay,No,6,40GP,Food Products,CFR,107451.71,Delivered
SHP0001618,CUS0003,CAR007,Yang Ming,RTE0035,Direct,Hong Kong,Houston,0,2024-05-29,2024-06-23,2024-06-23,25,25,0,None,Yes,9,40GP,Machinery,EXW,934401.49,Delivered
SHP0001619,CUS0012,CAR005,Hapag-Lloyd,RTE0035,Direct,Hong Kong,Houston,0,2023-10-14,2023-11-08,2023-11-08,25,25,0,None,Yes,5,20RF,Furniture,CFR,95061.2,Delivered
SHP0001620,CUS0018,CAR008,ZIM,RTE0030,Transshipment,Singapore,Miami,1,2022-04-13,2022-05-18,2022-05-18,35,35,0,None,Yes,10,40HC,Chemicals,FOB,396010.98,Delivered
SHP0001621,CUS0012,CAR010,HMM,RTE0014,Transshipment,Ningbo,Seattle,1,2022-01-20,2022-02-11,2022-02-11,22,22,0,None,Yes,6,40HC,Apparel,FOB,518715.28,Delivered
SHP0001622,CUS0043,CAR001,Maersk,RTE0047,Direct,Hamburg,Miami,0,2022-07-28,2022-08-20,2022-08-20,23,23,0,None,Yes,2,20GP,Textiles,CFR,944333.6,Delivered
SHP0001623,CUS0010,CAR001,Maersk,RTE0044,Transshipment,Hamburg,Houston,2,2023-11-04,2023-12-16,2023-12-16,42,42,0,None,Yes,8,20RF,Electronics,CIF,209780.58,Delivered
SHP0001624,CUS0024,CAR010,HMM,RTE0046,Transshipment,Hamburg,Halifax,1,2023-04-24,2023-05-29,2023-06-04,35,41,6,Customs Inspection,No,2,40GP,Electronics,FOB,683518.33,Delivered
SHP0001625,CUS0037,CAR006,ONE,RTE0058,Transshipment,Kaohsiung,Vancouver,2,2024-01-02,2024-02-08,2024-02-22,37,51,14,Port Congestion,No,3,20RF,Electronics,FOB,353532.16,Delivered
SHP0001626,CUS0023,CAR003,CMA CGM,RTE0056,Transshipment,Kaohsiung,New York,2,2023-06-16,2023-07-14,2023-07-14,28,28,0,None,Yes,10,40HC,Electronics,DAP,318393.57,Delivered
SHP0001627,CUS0049,CAR002,MSC,RTE0031,Direct,Hong Kong,Halifax,0,2024-06-26,2024-07-16,2024-07-16,20,20,0,None,Yes,3,20RF,Toys,CFR,97041.61,Delivered
SHP0001628,CUS0044,CAR010,HMM,RTE0048,Transshipment,Hamburg,Miami,1,2024-01-20,2024-02-20,2024-02-20,31,31,0,None,Yes,4,20GP,Electronics,FOB,983438.81,Delivered
SHP0001629,CUS0014,CAR010,HMM,RTE0044,Transshipment,Hamburg,Houston,2,2023-09-15,2023-10-27,2023-10-27,42,42,0,None,Yes,4,40RF,Apparel,FOB,313562.44,Delivered
SHP0001630,CUS0028,CAR004,Evergreen,RTE0004,Transshipment,Shanghai,Montreal,1,2022-04-04,2022-05-03,2022-05-03,29,29,0,None,Yes,5,20GP,Apparel,CFR,334897.3,Delivered
SHP0001631,CUS0042,CAR004,Evergreen,RTE0007,Direct,Shenzhen,Seattle,0,2023-11-21,2023-12-13,2023-12-13,22,22,0,None,Yes,3,40RF,Chemicals,EXW,771966.93,Delivered
SHP0001632,CUS0022,CAR010,HMM,RTE0024,Transshipment,Busan,Chicago,1,2022-10-28,2022-11-30,2022-11-30,33,33,0,None,Yes,2,20GP,Electronics,DAP,965566.4,Delivered
SHP0001633,CUS0042,CAR001,Maersk,RTE0037,Direct,Rotterdam,Miami,0,2022-02-09,2022-02-28,2022-02-28,19,19,0,None,Yes,9,20GP,Apparel,CFR,417514.52,Delivered
SHP0001634,CUS0050,CAR001,Maersk,RTE0017,Direct,Ningbo,New York,0,2023-05-10,2023-06-10,2023-06-10,31,31,0,None,Yes,3,40GP,Auto Parts,CFR,855864.15,Delivered
SHP0001635,CUS0015,CAR006,ONE,RTE0046,Transshipment,Hamburg,Halifax,1,2022-02-12,2022-03-19,2022-03-19,35,35,0,None,Yes,8,20RF,Furniture,EXW,361687.15,Delivered
SHP0001636,CUS0001,CAR006,ONE,RTE0042,Transshipment,Rotterdam,New York,2,2022-05-30,2022-06-29,2022-06-29,30,30,0,None,Yes,7,40HC,Machinery,CIF,903901.75,Delivered
SHP0001637,CUS0035,CAR008,ZIM,RTE0008,Transshipment,Shenzhen,Seattle,1,2023-06-06,2023-07-06,2023-07-06,30,30,0,None,Yes,3,40RF,Furniture,CIF,799812.98,Delivered
SHP0001638,CUS0005,CAR002,MSC,RTE0056,Transshipment,Kaohsiung,New York,2,2022-02-01,2022-03-01,2022-03-13,28,40,12,Equipment Shortage,No,1,20RF,Electronics,EXW,282071.03,Delivered
SHP0001639,CUS0027,CAR009,COSCO,RTE0035,Direct,Hong Kong,Houston,0,2024-11-11,2024-12-06,2024-12-06,25,25,0,None,Yes,3,20GP,Apparel,DAP,422952.97,Delivered
SHP0001640,CUS0001,CAR010,HMM,RTE0010,Transshipment,Shenzhen,Montreal,1,2023-07-31,2023-09-06,2023-09-06,37,37,0,None,Yes,8,40HC,Toys,CFR,800456.67,Delivered
SHP0001641,CUS0012,CAR010,HMM,RTE0021,Direct,Busan,Miami,0,2022-06-29,2022-07-23,2022-07-23,24,24,0,None,Yes,10,20RF,Machinery,CIF,425479.27,Delivered
