Cost_ID,Shipment_ID,Carrier_ID,Route_ID,Route_Type,Base_Freight_USD,Fuel_Surcharge_USD,Peak_Season_Surcharge_USD,Transshipment_Fee_USD,Customs_Fee_USD,Inland_Cost_USD,Insurance_USD,Total_Landed_Cost_USD,Cost_Per_Container_USD,Cost_Year,Cost_Month
CST0001525,SHP0001525,CAR007,RTE0057,Direct,5872.0,569.5,828.73,0.0,870.09,2816.54,953.03,11909.89,5954.94,2022,11
CST0001526,SHP0001526,CAR001,RTE0003,Direct,9938.7,1301.44,0,0.0,1858.51,863.15,2076.69,16038.49,3207.7,2024,4
CST0001527,SHP0001527,CAR008,RTE0003,Direct,10134.55,761.56,504.68,0.0,1079.95,1545.28,1236.42,15262.44,3052.49,2024,9
CST0001528,SHP0001528,CAR002,RTE0035,Direct,6571.32,735.41,0,0.0,1618.96,1447.89,127.81,10501.39,2625.35,2023,7
CST0001529,SHP0001529,CAR001,RTE0033,Direct,13914.18,2098.57,0,0.0,1272.11,1879.03,946.07,20109.96,2872.85,2023,9
CST0001530,SHP0001530,CAR008,RTE0013,Direct,14188.37,2210.88,0,0.0,1374.24,2458.51,1035.59,21267.59,3038.23,2024,6
CST0001531,SHP0001531,CAR007,RTE0060,Transshipment,2185.33,332.74,287.98,362.73,223.37,2490.81,817.45,6700.41,6700.41,2022,11
CST0001532,SHP0001532,CAR006,RTE0012,Transshipment,20273.85,1316.74,49.74,352.5,603.1,586.91,975.55,24158.39,2684.27,2023,1
CST0001533,SHP0001533,CAR008,RTE0039,Direct,6080.73,1068.46,0,0.0,557.86,2923.91,506.94,11137.9,3712.63,2022,5
CST0001534,SHP0001534,CAR009,RTE0030,Transshipment,5537.46,389.38,0,497.49,1286.68,534.98,2338.29,10584.28,3528.09,2022,8
CST0001535,SHP0001535,CAR002,RTE0035,Direct,27469.9,3246.8,0,0.0,892.05,2512.04,1400.69,35521.48,3552.15,2024,1
CST0001536,SHP0001536,CAR008,RTE0037,Direct,19397.07,3051.5,27.82,0.0,1965.39,2078.42,1994.5,28514.7,3168.3,2022,8
CST0001537,SHP0001537,CAR002,RTE0053,Direct,24722.91,1524.0,721.81,0.0,1859.85,1329.83,1065.74,31224.14,3469.35,2024,3
CST0001538,SHP0001538,CAR009,RTE0023,Direct,11074.92,1377.7,0,0.0,1013.76,2940.08,463.85,16870.31,2811.72,2023,4
CST0001539,SHP0001539,CAR009,RTE0017,Direct,4856.48,491.83,0,0.0,548.61,789.25,942.91,7629.08,3814.54,2024,5
CST0001540,SHP0001540,CAR002,RTE0026,Transshipment,21975.92,3026.12,0,328.12,896.52,1827.94,1836.06,29890.68,3736.34,2022,6
CST0001541,SHP0001541,CAR009,RTE0057,Direct,14766.56,2457.96,930.67,0.0,1396.23,2332.89,1053.09,22937.4,2867.18,2024,8
CST0001542,SHP0001542,CAR005,RTE0008,Transshipment,1069.2,180.64,0,218.41,1582.8,1620.01,221.28,4892.34,4892.34,2024,5
CST0001543,SHP0001543,CAR009,RTE0058,Transshipment,11074.92,720.23,0,774.48,372.57,2905.67,1900.23,17748.1,2958.02,2023,4
CST0001544,SHP0001544,CAR007,RTE0043,Direct,21853.3,1676.77,1095.24,0.0,208.28,2909.31,753.07,28495.97,2849.6,2023,8
CST0001545,SHP0001545,CAR005,RTE0047,Direct,14102.37,1329.05,0,0.0,1761.47,2154.0,868.11,20215.0,2246.11,2024,5
CST0001546,SHP0001546,CAR002,RTE0022,Transshipment,27469.9,1597.89,785.62,385.74,1053.71,2842.76,1132.06,35267.68,3526.77,2022,10
CST0001547,SHP0001547,CAR010,RTE0034,Transshipment,27298.35,4865.12,0,440.48,1856.78,1896.14,236.7,36593.57,4065.95,2023,3
CST0001548,SHP0001548,CAR007,RTE0017,Direct,29360.0,5089.73,1489.29,0.0,688.78,1639.7,94.82,38362.32,3836.23,2022,11
CST0001549,SHP0001549,CAR005,RTE0005,Direct,6267.72,476.97,0,0.0,1384.14,2689.56,2527.01,13345.4,3336.35,2023,3
CST0001550,SHP0001550,CAR007,RTE0045,Direct,15297.31,1462.19,0,0.0,674.91,1203.9,1854.83,20493.14,2927.59,2023,4
CST0001551,SHP0001551,CAR006,RTE0018,Transshipment,2252.65,329.75,0,240.75,1250.06,1015.71,1438.35,6527.27,6527.27,2024,11
CST0001552,SHP0001552,CAR002,RTE0017,Direct,2746.99,165.31,0,0.0,1528.9,1042.71,144.98,5628.89,5628.89,2022,7
CST0001553,SHP0001553,CAR002,RTE0025,Direct,24722.91,2048.45,0,0.0,1349.35,983.61,1431.0,30535.32,3392.81,2024,9
CST0001554,SHP0001554,CAR001,RTE0041,Direct,17889.66,1455.75,0,0.0,210.01,2257.43,296.31,22109.16,2456.57,2022,1
CST0001555,SHP0001555,CAR002,RTE0034,Transshipment,11499.81,1693.29,0,260.19,608.58,1984.11,751.28,16797.26,2399.61,2023,10
CST0001556,SHP0001556,CAR004,RTE0039,Direct,12034.24,643.93,0,0.0,703.38,2640.63,627.18,16649.36,2081.17,2024,3
CST0001557,SHP0001557,CAR002,RTE0055,Direct,9856.98,1733.04,0,0.0,1157.77,836.55,1308.66,14893.0,2482.17,2023,11
CST0001558,SHP0001558,CAR003,RTE0043,Direct,13497.05,2297.72,0,0.0,1292.89,968.72,257.3,18313.68,2616.24,2024,9
CST0001559,SHP0001559,CAR001,RTE0044,Transshipment,7352.68,657.2,64.35,943.16,1660.56,378.77,777.59,11834.31,2958.58,2024,3
CST0001560,SHP0001560,CAR010,RTE0024,Transshipment,3033.15,234.08,1313.21,180.58,202.35,2675.76,1173.39,8812.52,8812.52,2024,2
CST0001561,SHP0001561,CAR005,RTE0038,Transshipment,7834.65,1217.53,1257.65,519.96,282.6,2292.86,589.57,13994.82,2798.96,2022,4
CST0001562,SHP0001562,CAR007,RTE0021,Direct,13111.98,1270.88,0,0.0,1336.95,1466.08,1079.05,18264.94,3044.16,2022,11
CST0001563,SHP0001563,CAR001,RTE0058,Transshipment,7950.96,698.7,0,496.79,968.67,2167.47,232.0,12514.59,3128.65,2024,7
CST0001564,SHP0001564,CAR006,RTE0056,Transshipment,6757.95,1175.95,0,602.32,267.22,889.71,1942.21,11635.36,3878.45,2024,4
CST0001565,SHP0001565,CAR006,RTE0026,Transshipment,15768.55,1068.22,0,437.78,1226.68,1581.25,264.35,20346.83,2906.69,2023,12
CST0001566,SHP0001566,CAR008,RTE0050,Transshipment,10134.55,1290.15,1063.07,415.27,710.62,2502.43,700.14,16816.23,3363.25,2024,9
CST0001567,SHP0001567,CAR002,RTE0008,Transshipment,16481.94,1014.34,0,321.23,280.86,2471.32,984.87,21554.56,3592.43,2023,7
CST0001568,SHP0001568,CAR001,RTE0003,Direct,16543.53,2706.53,0,0.0,1958.16,1008.4,2740.36,24956.98,2773.0,2022,1
CST0001569,SHP0001569,CAR002,RTE0056,Transshipment,8214.15,918.76,0,441.53,553.36,937.36,2142.99,13208.15,2641.63,2024,1
CST0001570,SHP0001570,CAR007,RTE0041,Direct,6555.99,691.82,0,0.0,778.58,2627.97,502.98,11157.34,3719.11,2022,10
CST0001571,SHP0001571,CAR008,RTE0057,Direct,20269.1,2873.26,0,0.0,1739.02,361.9,1277.53,26520.81,2652.08,2023,4
CST0001572,SHP0001572,CAR003,RTE0054,Transshipment,5784.45,547.86,961.99,214.2,257.07,2353.42,558.92,10677.91,3559.3,2023,6
CST0001573,SHP0001573,CAR005,RTE0023,Direct,7834.65,802.69,0,0.0,1561.19,463.25,434.93,11096.71,2219.34,2022,3
CST0001574,SHP0001574,CAR002,RTE0014,Transshipment,21975.92,3516.1,1020.3,191.91,487.86,792.3,2149.48,30133.87,3766.73,2022,10
CST0001575,SHP0001575,CAR010,RTE0031,Direct,21232.05,2163.26,0,0.0,397.62,806.53,1274.88,25874.34,3696.33,2022,6
CST0001576,SHP0001576,CAR008,RTE0011,Direct,18242.19,1775.13,0,0.0,735.67,2114.86,2166.63,25034.48,2781.61,2022,3
CST0001577,SHP0001577,CAR009,RTE0002,Transshipment,2428.24,426.36,372.69,587.86,1100.99,324.25,231.03,5471.42,5471.42,2022,5
CST0001578,SHP0001578,CAR004,RTE0051,Direct,15042.8,1739.75,733.92,0.0,280.77,2467.14,1604.59,21868.97,2186.9,2024,10
CST0001579,SHP0001579,CAR002,RTE0056,Transshipment,21975.92,2930.56,0,320.97,969.17,410.24,974.91,27581.77,3447.72,2022,5
CST0001580,SHP0001580,CAR003,RTE0023,Direct,15377.65,1678.61,0,0.0,1361.88,1491.69,2054.27,21964.1,4392.82,2023,6
CST0001581,SHP0001581,CAR006,RTE0036,Transshipment,4110.88,479.32,0,307.44,657.75,2571.85,110.31,8237.55,2059.39,2022,5
CST0001582,SHP0001582,CAR006,RTE0049,Direct,20273.85,1575.25,492.84,0.0,1421.11,2643.54,2062.53,28469.12,3163.24,2022,9
CST0001583,SHP0001583,CAR010,RTE0037,Direct,3033.15,396.2,0,0.0,1305.81,810.68,1639.8,7185.64,7185.64,2024,12
CST0001584,SHP0001584,CAR002,RTE0032,Transshipment,19228.93,2346.52,367.29,382.13,901.93,2962.28,1295.67,27484.75,3926.39,2024,7
CST0001585,SHP0001585,CAR007,RTE0035,Direct,11744.0,2034.87,0,0.0,786.12,1985.27,1267.66,17817.92,4454.48,2023,6
CST0001586,SHP0001586,CAR010,RTE0015,Direct,8191.76,1419.32,1333.14,0.0,1386.18,2732.7,2832.95,17896.05,2237.01,2022,11
CST0001587,SHP0001587,CAR009,RTE0011,Direct,9712.96,1227.63,0,0.0,1949.09,390.92,208.47,13489.07,3372.27,2022,4
CST0001588,SHP0001588,CAR004,RTE0012,Transshipment,10532.97,1035.67,0,799.27,816.1,1442.98,923.47,15550.46,1727.83,2022,1
CST0001589,SHP0001589,CAR009,RTE0002,Transshipment,2428.24,138.49,238.43,883.38,1368.15,2727.12,508.99,8292.8,8292.8,2024,9
CST0001590,SHP0001590,CAR005,RTE0006,Transshipment,9401.58,1201.1,0,283.38,594.1,2890.37,1414.62,15785.15,2630.86,2023,4
CST0001591,SHP0001591,CAR005,RTE0032,Transshipment,10968.51,783.89,0,447.39,919.19,1014.79,83.66,14217.43,2031.06,2022,10
CST0001592,SHP0001592,CAR001,RTE0050,Transshipment,11926.44,975.91,0,374.93,411.21,1253.69,1070.78,16012.96,2668.83,2024,4
CST0001593,SHP0001593,CAR001,RTE0021,Direct,12867.19,2051.11,1023.93,0.0,494.03,617.18,328.3,17381.74,2483.11,2022,4
CST0001594,SHP0001594,CAR006,RTE0025,Direct,9010.6,1186.1,0,0.0,1957.51,1181.17,589.4,13924.78,3481.2,2022,6
CST0001595,SHP0001595,CAR010,RTE0040,Transshipment,3033.15,202.14,0,481.58,452.06,405.25,1372.19,5946.37,5946.37,2024,8
CST0001596,SHP0001596,CAR009,RTE0019,Direct,24282.4,3910.97,189.47,0.0,741.72,2661.11,1074.1,32859.77,3285.98,2024,2
CST0001597,SHP0001597,CAR009,RTE0001,Direct,18458.2,1000.97,0,0.0,1837.18,1235.79,2051.59,24583.73,2458.37,2024,6
CST0001598,SHP0001598,CAR010,RTE0031,Direct,10239.7,1455.53,0,0.0,998.24,2526.3,1057.89,16277.66,1627.77,2024,1
CST0001599,SHP0001599,CAR007,RTE0030,Transshipment,5872.0,969.16,0,333.9,1547.24,1031.42,1172.46,10926.18,5463.09,2023,4
CST0001600,SHP0001600,CAR010,RTE0033,Direct,6066.3,806.52,0,0.0,388.96,2616.66,828.87,10707.31,5353.65,2023,1
CST0001601,SHP0001601,CAR008,RTE0006,Transshipment,4053.82,458.82,281.69,330.33,448.55,2815.85,882.14,9271.2,4635.6,2023,11
CST0001602,SHP0001602,CAR003,RTE0048,Transshipment,3856.3,487.03,147.7,270.15,1767.48,1285.85,362.49,8177.0,4088.5,2023,8
CST0001603,SHP0001603,CAR010,RTE0046,Transshipment,9099.45,950.39,0,334.08,1502.87,1208.67,616.35,13711.81,4570.6,2022,10
CST0001604,SHP0001604,CAR001,RTE0029,Direct,9938.7,549.93,0,0.0,1235.34,2265.41,1025.87,15015.25,3003.05,2023,6
CST0001605,SHP0001605,CAR001,RTE0032,Transshipment,1987.74,259.75,392.7,325.63,897.83,2123.06,1429.51,7416.22,7416.22,2024,6
CST0001606,SHP0001606,CAR001,RTE0054,Transshipment,13914.18,2187.2,768.75,248.6,1531.01,2688.89,837.73,22176.36,3168.05,2022,2
CST0001607,SHP0001607,CAR004,RTE0012,Transshipment,13538.52,1974.22,0,395.36,659.55,1399.5,571.82,18538.97,2059.89,2023,7
CST0001608,SHP0001608,CAR005,RTE0051,Direct,14102.37,1140.21,0,0.0,1731.21,1908.28,1259.33,20141.4,2237.93,2022,4
CST0001609,SHP0001609,CAR007,RTE0010,Transshipment,13111.98,1991.72,0,429.97,1881.48,1294.32,176.47,18885.94,3147.66,2024,3
CST0001610,SHP0001610,CAR001,RTE0036,Transshipment,1987.74,231.38,761.68,798.26,1395.28,1505.92,2275.33,8955.59,8955.59,2022,8
CST0001611,SHP0001611,CAR002,RTE0054,Transshipment,2746.99,244.49,678.04,323.83,1087.69,1304.68,276.36,6662.08,6662.08,2023,1
CST0001612,SHP0001612,CAR001,RTE0013,Direct,11029.02,1081.86,176.21,0.0,1005.28,2599.12,726.18,16617.67,2769.61,2024,8
CST0001613,SHP0001613,CAR002,RTE0041,Direct,13734.95,2137.03,0,0.0,1308.25,345.97,613.62,18139.82,3627.96,2023,10
CST0001614,SHP0001614,CAR010,RTE0035,Direct,15165.75,1320.22,0,0.0,1969.89,1778.03,717.73,20951.62,4190.32,2024,4
CST0001615,SHP0001615,CAR009,RTE0039,Direct,4856.48,677.18,0,0.0,1859.64,2582.72,357.17,10333.19,5166.6,2024,8
CST0001616,SHP0001616,CAR009,RTE0024,Transshipment,3691.64,389.2,0,347.27,1618.57,2079.28,1922.35,10048.31,5024.15,2024,4
CST0001617,SHP0001617,CAR006,RTE0047,Direct,13515.9,946.45,0,0.0,1822.95,2811.35,274.33,19370.98,3228.5,2023,6
CST0001618,SHP0001618,CAR007,RTE0035,Direct,26424.0,2801.48,0,0.0,237.48,1113.04,2396.25,32972.25,3663.58,2024,5
CST0001619,SHP0001619,CAR005,RTE0035,Direct,5346.0,900.61,736.23,0.0,915.14,832.83,106.99,8837.8,1767.56,2023,10
CST0001620,SHP0001620,CAR008,RTE0030,Transshipment,21552.3,1870.6,0,189.61,1329.71,1046.02,789.2,26777.44,2677.74,2022,4
CST0001621,SHP0001621,CAR010,RTE0014,Transshipment,18198.9,3107.56,83.82,249.02,856.17,1800.35,1338.6,25634.42,4272.4,2022,1
CST0001622,SHP0001622,CAR001,RTE0047,Direct,3676.34,352.62,0,0.0,1695.4,2793.81,2457.95,10976.12,5488.06,2022,7
CST0001623,SHP0001623,CAR001,RTE0044,Transshipment,14705.36,2567.09,0,690.77,1945.75,879.66,366.28,21154.91,2644.36,2023,11
CST0001624,SHP0001624,CAR010,RTE0046,Transshipment,6066.3,1068.35,1049.03,451.23,946.3,1674.23,1449.73,12705.17,6352.59,2023,4
CST0001625,SHP0001625,CAR006,RTE0058,Transshipment,3083.16,467.72,0,305.44,1979.32,2308.31,418.34,8562.29,2854.1,2024,1
CST0001626,SHP0001626,CAR003,RTE0056,Transshipment,30755.3,3547.82,76.22,440.65,1052.57,1300.5,528.3,37701.36,3770.14,2023,6
CST0001627,SHP0001627,CAR002,RTE0031,Direct,4928.49,548.55,0,0.0,1326.35,1863.53,210.21,8877.13,2959.04,2024,6
CST0001628,SHP0001628,CAR010,RTE0048,Transshipment,4095.88,323.57,0,460.51,1601.19,1963.37,2882.51,11327.03,2831.76,2024,1
CST0001629,SHP0001629,CAR010,RTE0044,Transshipment,12132.6,1979.36,630.35,666.46,1920.2,2685.05,930.23,20944.25,5236.06,2023,9
CST0001630,SHP0001630,CAR004,RTE0004,Transshipment,5851.65,708.18,0,158.56,358.39,1295.1,864.07,9235.95,1847.19,2022,4
CST0001631,SHP0001631,CAR004,RTE0007,Direct,4512.84,549.41,0,0.0,864.96,852.44,839.45,7619.1,2539.7,2023,11
CST0001632,SHP0001632,CAR010,RTE0024,Transshipment,2047.94,210.46,0,363.88,541.75,2130.24,1423.95,6718.22,3359.11,2022,10
CST0001633,SHP0001633,CAR001,RTE0037,Direct,16543.53,1294.16,0,0.0,1257.38,799.34,419.55,20313.96,2257.11,2022,2
CST0001634,SHP0001634,CAR001,RTE0017,Direct,5963.22,816.87,0,0.0,1005.58,757.81,1976.85,10520.33,3506.78,2023,5
CST0001635,SHP0001635,CAR006,RTE0046,Transshipment,8221.76,1428.68,0,365.23,1150.78,1064.98,1041.03,13272.46,1659.06,2022,2
CST0001636,SHP0001636,CAR006,RTE0042,Transshipment,15768.55,1853.83,618.32,616.96,927.53,2318.87,1397.38,23501.44,3357.35,2022,5
CST0001637,SHP0001637,CAR008,RTE0008,Transshipment,6465.69,1032.13,0,152.77,618.65,1683.76,948.11,10901.11,3633.7,2023,6
CST0001638,SHP0001638,CAR002,RTE0056,Transshipment,1642.83,144.92,607.14,504.47,700.57,2265.41,515.08,6380.42,6380.42,2022,2
CST0001639,SHP0001639,CAR009,RTE0035,Direct,5537.46,474.7,0,0.0,1205.85,2369.54,1070.06,10657.61,3552.54,2024,11
CST0001640,SHP0001640,CAR010,RTE0010,Transshipment,24265.2,3615.79,0,301.93,631.31,1903.48,1842.98,32560.69,4070.09,2023,7
CST0001641,SHP0001641,CAR010,RTE0021,Direct,10239.7,1201.9,824.5,0.0,1738.53,1036.09,907.53,15948.25,1594.83,2022,6
CST0001642,SHP0001642,CAR004,RTE0054,Transshipment,3510.99,317.54,0,382.31,750.72,2864.66,962.93,8789.15,2929.72,2023,1
CST0001643,SHP0001643,CAR008,RTE0030,Transshipment,4310.46,557.26,853.55,396.1,648.78,2488.01,1208.91,10463.07,5231.53,2022,9
CST0001644,SHP0001644,CAR004,RTE0011,Direct,15042.8,1607.04,0,0.0,1307.09,327.64,1189.76,19474.33,1947.43,2022,12
CST0001645,SHP0001645,CAR009,RTE0007,Direct,14569.44,1446.03,1138.51,0.0,1889.74,2474.05,232.16,21749.93,3624.99,2024,9
CST0001646,SHP0001646,CAR004,RTE0028,Transshipment,3008.56,524.0,0,296.4,1992.8,1702.27,2223.53,9747.56,4873.78,2024,1
CST0001647,SHP0001647,CAR003,RTE0031,Direct,1928.15,126.92,273.09,0.0,1606.7,693.91,1176.2,5804.97,5804.97,2022,7
CST0001648,SHP0001648,CAR010,RTE0045,Direct,9099.45,1223.79,968.4,0.0,1208.33,670.9,2537.91,15708.78,5236.26,2022,5
CST0001649,SHP0001649,CAR006,RTE0017,Direct,20273.85,1610.8,0,0.0,1204.39,1028.57,605.5,24723.11,2747.01,2022,4
CST0001650,SHP0001650,CAR004,RTE0036,Transshipment,6017.12,829.24,0,660.28,1085.49,1112.16,800.53,10504.82,2626.2,2023,8
CST0001651,SHP0001651,CAR005,RTE0032,Transshipment,9622.8,1132.68,0,325.51,292.62,1016.84,1618.32,14008.77,1556.53,2023,3
CST0001652,SHP0001652,CAR010,RTE0037,Direct,3071.91,386.86,1370.05,0.0,1596.0,2089.0,1502.64,10016.46,3338.82,2023,2
CST0001653,SHP0001653,CAR003,RTE0017,Direct,24604.24,3360.72,557.76,0.0,1104.35,1816.38,282.71,31726.16,3965.77,2022,9
CST0001654,SHP0001654,CAR003,RTE0003,Direct,1928.15,318.67,0,0.0,437.18,1368.12,592.31,4644.43,4644.43,2022,7
CST0001655,SHP0001655,CAR001,RTE0053,Direct,15901.92,2142.24,0,0.0,1282.98,880.06,258.1,20465.3,2558.16,2023,4
CST0001656,SHP0001656,CAR002,RTE0009,Direct,16428.3,1300.22,0,0.0,393.27,2897.75,848.62,21868.16,2186.82,2022,2
CST0001657,SHP0001657,CAR001,RTE0040,Transshipment,1987.74,327.51,266.36,171.51,471.67,2947.85,1677.01,7849.65,7849.65,2024,12
CST0001658,SHP0001658,CAR007,RTE0026,Transshipment,8741.32,940.57,0,184.91,863.59,436.91,104.53,11271.83,2817.96,2022,11
CST0001659,SHP0001659,CAR009,RTE0026,Transshipment,14766.56,1950.73,0,489.85,825.68,2848.95,746.46,21628.23,2703.53,2024,5
CST0001660,SHP0001660,CAR010,RTE0005,Direct,15165.75,1429.27,0,0.0,602.84,2673.63,702.71,20574.2,4114.84,2024,3
CST0001661,SHP0001661,CAR007,RTE0028,Transshipment,21853.3,1233.75,0,242.09,537.57,801.2,462.49,25130.4,2513.04,2023,9
CST0001662,SHP0001662,CAR008,RTE0011,Direct,6080.73,748.81,713.69,0.0,1478.39,852.99,895.79,10770.4,3590.13,2022,9
CST0001663,SHP0001663,CAR007,RTE0014,Transshipment,26424.0,3628.29,71.43,247.7,572.97,1779.51,146.8,32870.7,3652.3,2022,10
CST0001664,SHP0001664,CAR001,RTE0033,Direct,3975.48,219.73,1200.6,0.0,339.36,2523.38,714.33,8972.88,4486.44,2024,10
CST0001665,SHP0001665,CAR002,RTE0059,Direct,24722.91,2404.85,0,0.0,681.09,1539.65,1965.47,31313.97,3479.33,2024,2
CST0001666,SHP0001666,CAR008,RTE0019,Direct,19397.07,2932.95,870.57,0.0,851.33,1916.21,496.42,26464.55,2940.51,2024,1
CST0001667,SHP0001667,CAR001,RTE0054,Transshipment,11926.44,802.07,0,213.07,1309.56,1458.88,223.26,15933.28,2655.55,2023,5
CST0001668,SHP0001668,CAR006,RTE0017,Direct,5138.6,792.53,0,0.0,1106.84,823.1,700.54,8561.61,1712.32,2024,3
CST0001669,SHP0001669,CAR005,RTE0047,Direct,4276.8,696.07,0,0.0,1814.33,2242.77,621.73,9651.7,2412.93,2023,11
CST0001670,SHP0001670,CAR007,RTE0025,Direct,20552.0,1134.87,0,0.0,475.66,2701.5,160.14,25024.17,3574.88,2024,10
CST0001671,SHP0001671,CAR001,RTE0024,Transshipment,19877.4,2031.25,0,250.63,1646.44,843.15,1581.97,26230.84,2623.08,2022,1
CST0001672,SHP0001672,CAR010,RTE0026,Transshipment,7167.79,621.64,0,488.25,479.0,1065.23,259.46,10081.37,1440.2,2023,10
CST0001673,SHP0001673,CAR001,RTE0015,Direct,18381.7,1220.8,0,0.0,523.31,1447.46,707.62,22280.89,2228.09,2023,7
CST0001674,SHP0001674,CAR001,RTE0019,Direct,7950.96,1282.22,0,0.0,355.61,1417.32,1413.36,12419.47,3104.87,2023,6
CST0001675,SHP0001675,CAR005,RTE0022,Transshipment,4276.8,497.5,0,200.94,1016.64,1195.74,1251.5,8439.12,2109.78,2022,4
CST0001676,SHP0001676,CAR001,RTE0001,Direct,5963.22,652.36,0,0.0,635.52,1998.45,778.34,10027.89,3342.63,2022,9
CST0001677,SHP0001677,CAR009,RTE0005,Direct,12141.2,697.73,0,0.0,213.89,2701.0,1383.07,17136.89,3427.38,2023,10
CST0001678,SHP0001678,CAR008,RTE0056,Transshipment,6080.73,895.58,1027.78,605.64,1077.37,1450.92,811.22,11949.24,3983.08,2022,8
CST0001679,SHP0001679,CAR003,RTE0053,Direct,19281.5,2123.03,0,0.0,520.1,2184.13,516.1,24624.86,2462.49,2024,6
CST0001680,SHP0001680,CAR002,RTE0002,Transshipment,4928.49,491.86,898.24,867.14,1949.31,1285.43,190.1,10610.57,3536.86,2022,5
CST0001681,SHP0001681,CAR009,RTE0021,Direct,5537.46,690.33,0,0.0,616.42,2000.04,195.75,9040.0,3013.33,2022,4
CST0001682,SHP0001682,CAR004,RTE0030,Transshipment,6017.12,715.22,1051.29,488.91,1767.57,1430.23,1508.1,12978.44,3244.61,2024,5
CST0001683,SHP0001683,CAR002,RTE0041,Direct,5493.98,314.74,0,0.0,461.5,592.34,778.35,7640.91,3820.45,2022,12
CST0001684,SHP0001684,CAR007,RTE0033,Direct,21853.3,1183.77,0,0.0,677.12,2324.67,440.27,26479.13,2647.91,2022,2
CST0001685,SHP0001685,CAR006,RTE0040,Transshipment,6757.95,889.69,1108.82,350.74,456.83,393.21,812.67,10769.91,3589.97,2023,3
CST0001686,SHP0001686,CAR010,RTE0034,Transshipment,24265.2,3657.4,484.49,256.67,1107.96,2403.46,206.78,32381.96,4047.74,2022,12
CST0001687,SHP0001687,CAR009,RTE0005,Direct,2428.24,312.96,0,0.0,857.04,969.1,1586.76,6154.1,6154.1,2022,3
CST0001688,SHP0001688,CAR002,RTE0032,Transshipment,6571.32,502.05,0,260.5,1475.6,1294.42,101.86,10205.75,2551.44,2024,11
CST0001689,SHP0001689,CAR002,RTE0026,Transshipment,4928.49,544.65,4.35,436.87,1819.47,622.7,2356.28,10712.81,3570.94,2023,4
CST0001690,SHP0001690,CAR005,RTE0035,Direct,12535.44,1056.25,0,0.0,1351.62,696.15,641.42,16280.88,2035.11,2024,4
CST0001691,SHP0001691,CAR003,RTE0013,Direct,1928.15,99.1,404.33,0.0,1674.05,1220.72,698.61,6024.96,6024.96,2022,11
CST0001692,SHP0001692,CAR010,RTE0036,Transshipment,6143.82,804.3,0,775.97,1648.99,2629.04,636.03,12638.15,2106.36,2023,1
CST0001693,SHP0001693,CAR004,RTE0021,Direct,12034.24,1583.54,0,0.0,1008.35,2569.53,1153.36,18349.02,2293.63,2022,4
CST0001694,SHP0001694,CAR008,RTE0044,Transshipment,17241.84,1715.37,0,565.01,1000.01,399.39,2103.24,23024.86,2878.11,2022,8
CST0001695,SHP0001695,CAR009,RTE0041,Direct,7383.28,842.92,1451.81,0.0,630.16,2361.38,771.87,13441.42,3360.36,2022,11
CST0001696,SHP0001696,CAR007,RTE0019,Direct,5872.0,337.27,0,0.0,1685.55,526.7,163.0,8584.52,4292.26,2024,8
CST0001697,SHP0001697,CAR002,RTE0038,Transshipment,8214.15,1231.96,0,802.23,332.54,1889.92,2326.58,14797.38,2959.48,2022,5
CST0001698,SHP0001698,CAR007,RTE0021,Direct,21853.3,2160.27,0,0.0,1283.88,2504.88,1495.07,29297.4,2929.74,2022,2
CST0001699,SHP0001699,CAR006,RTE0031,Direct,2252.65,125.27,0,0.0,1333.06,2805.81,2678.78,9195.57,9195.57,2022,5
CST0001700,SHP0001700,CAR010,RTE0005,Direct,6066.3,956.32,501.07,0.0,1713.69,1561.13,2196.97,12995.48,6497.74,2024,10
CST0001701,SHP0001701,CAR007,RTE0049,Direct,17482.64,2811.63,1297.51,0.0,669.73,785.8,980.79,24028.1,3003.51,2024,4
CST0001702,SHP0001702,CAR003,RTE0005,Direct,6151.06,737.75,0,0.0,1374.6,2247.34,885.47,11396.22,5698.11,2024,10
CST0001703,SHP0001703,CAR001,RTE0050,Transshipment,17889.66,2245.61,616.0,416.03,1960.75,2541.53,1542.71,27212.29,3023.59,2023,11
CST0001704,SHP0001704,CAR004,RTE0015,Direct,2340.66,356.7,97.28,0.0,1122.56,2635.8,567.59,7120.59,3560.3,2023,9
CST0001705,SHP0001705,CAR010,RTE0043,Direct,3071.91,164.13,0,0.0,596.5,2563.78,1319.93,7716.25,2572.08,2023,11
CST0001706,SHP0001706,CAR006,RTE0002,Transshipment,18021.2,1060.37,0,700.24,1666.25,481.56,1403.47,23333.09,2916.64,2024,2
CST0001707,SHP0001707,CAR009,RTE0028,Transshipment,12920.74,728.32,0,197.58,1442.53,2100.28,1220.07,18609.52,2658.5,2024,3
CST0001708,SHP0001708,CAR005,RTE0059,Direct,6415.2,608.25,1002.49,0.0,1031.3,2522.86,2337.48,13917.58,2319.6,2024,5
CST0001709,SHP0001709,CAR004,RTE0028,Transshipment,4681.32,711.73,0,384.86,1035.46,2183.68,1965.33,10962.38,2740.59,2023,10
CST0001710,SHP0001710,CAR003,RTE0039,Direct,30755.3,5059.93,0,0.0,968.24,2071.3,1756.89,40611.66,4061.17,2024,6
CST0001711,SHP0001711,CAR001,RTE0014,Transshipment,1987.74,334.22,0,159.86,1083.54,846.16,252.93,4664.45,4664.45,2024,1
